#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type	Room	Vacanc	Matric	Priori	Special
4057 398 947 157 32 2 8 1 1 18 40 22 1 1 
4058 398 947 157 32 2 9 1 1 18 40 22 1 1 
4059 398 947 157 32 2 10 1 1 18 40 22 1 1 
4060 41 948 40 13 3 16 2 1 -1 60 45 1 1 
4061 41 948 40 13 3 17 2 1 -1 60 45 1 1 
4062 41 948 40 13 5 16 2 1 53 60 45 1 1 
4063 41 948 40 13 5 17 2 1 53 60 45 1 1 
4072 292 951 19 38 3 14 2 1 48 40 49 1 1 
4073 292 951 19 38 3 15 2 1 48 40 49 1 1 
4074 292 951 19 38 5 14 2 1 -1 40 49 1 1 
4075 292 951 19 38 5 15 2 1 -1 40 49 1 1 
4076 346 952 24 23 4 8 5 1 62 68 58 1 1 
4077 346 952 24 23 4 9 5 1 62 68 58 1 1 
4078 346 952 24 23 6 2 5 1 62 68 58 1 1 
4079 346 952 24 23 6 3 5 1 62 68 58 1 1 
4080 346 952 24 23 6 4 5 1 62 68 58 1 1 
4081 151 953 75 11 2 8 5 3 65 25 15 1 1 
4082 151 953 75 11 2 7 5 3 65 25 15 1 1 
4083 151 953 75 11 4 8 5 3 65 25 15 1 1 
4084 151 953 75 11 4 7 5 3 65 25 15 1 1 
4085 267 954 166 8 2 8 2 1 38 50 40 1 1 
4086 267 954 166 8 2 9 2 1 38 50 40 1 1 
4087 267 954 166 8 5 8 2 1 39 50 40 1 1 
4088 267 954 166 8 5 9 2 1 39 50 40 1 1 
4089 399 955 12 13 3 14 2 1 127 55 49 1 1 
4090 399 955 12 13 3 15 2 1 127 55 49 1 1 
4091 399 955 12 13 5 14 2 1 -1 55 49 1 1 
4092 399 955 12 13 5 15 2 1 -1 55 49 1 1 
4093 221 956 53 25 2 2 2 1 44 60 61 1 1 
4094 221 956 53 25 2 3 2 1 44 60 61 1 1 
4095 94 957 154 34 3 4 1 1 15 60 77 1 1 
4096 94 957 154 34 3 5 1 1 24 60 77 1 1 
4097 94 957 154 34 6 4 1 1 23 60 77 1 1 
4098 94 957 154 34 6 5 1 1 23 60 77 1 1 
4099 400 958 133 34 3 8 1 1 2 45 30 1 1 
4100 400 958 133 34 3 9 1 1 2 45 30 1 1 
4104 401 960 13 38 3 8 2 1 53 100 45 1 1 
4105 401 960 13 38 3 9 2 1 53 100 45 1 1 
4106 401 960 13 38 5 8 2 1 53 100 45 1 1 
4107 401 960 13 38 5 9 2 1 53 100 45 1 1 
4108 74 961 74 40 3 14 2 1 58 40 35 1 1 
4109 74 961 74 40 3 15 2 1 58 40 35 1 1 
4110 74 961 74 40 3 16 2 1 56 40 35 1 1 
4111 74 961 74 40 3 17 2 1 -1 40 35 1 1 
4112 167 962 142 14 4 15 17 1 237 50 12 1 1 
4113 167 962 142 14 4 16 17 1 237 50 12 1 1 
4114 167 962 142 14 4 17 17 1 235 50 12 1 1 
4115 167 962 142 14 4 17 17 1 236 50 12 1 1 
4116 31 963 35 33 2 2 4 1 114 10 11 2 1 
4117 31 963 35 33 2 3 4 1 114 10 11 2 1 
4118 31 963 35 33 2 4 4 1 114 10 11 2 1 
4119 31 963 35 33 2 5 4 1 114 10 11 2 1 
4120 206 964 41 13 3 2 2 1 39 48 31 1 1 
4121 206 964 41 13 3 3 2 1 39 48 31 1 1 
4122 206 964 41 13 5 2 2 1 42 48 31 1 1 
4123 206 964 41 13 5 3 2 1 42 48 31 1 1 
4128 82 966 93 32 3 8 1 1 29 20 10 1 1 
4129 82 967 93 32 4 4 1 2 -1 25 18 1 1 
4130 82 967 93 32 4 5 1 2 -1 25 18 1 1 
4131 57 968 5 27 5 2 4 1 -1 31 32 1 1 
4132 57 968 5 27 5 3 4 1 -1 31 32 1 1 
4133 57 968 5 27 5 4 4 1 -1 31 32 1 1 
4134 57 968 5 27 5 5 4 1 -1 31 32 1 1 
4135 81 969 77 38 3 14 4 1 149 20 18 1 1 
4136 81 969 77 38 3 15 4 1 149 20 18 1 1 
4137 81 969 77 38 5 14 4 1 149 20 18 1 1 
4138 81 969 77 38 5 15 4 1 149 20 18 1 1 
4139 137 970 88 31 3 7 17 1 235 38 48 1 1 
4140 137 970 88 31 3 9 17 1 235 38 48 1 1 
4141 107 971 53 25 2 2 5 1 60 15 7 1 1 
4142 107 971 53 25 2 3 5 1 60 15 7 1 1 
4143 107 971 53 25 3 2 5 1 103 15 7 1 1 
4144 107 971 53 25 3 3 5 1 140 15 7 1 1 
4145 188 972 142 14 4 15 17 1 238 15 10 1 1 
4146 188 972 142 14 4 16 17 1 238 15 10 1 1 
4147 188 972 142 14 4 17 17 1 244 15 10 1 1 
4148 188 972 142 14 4 17 17 1 245 15 10 1 1 
4161 135 976 167 29 5 2 5 1 96 15 14 1 1 
4162 135 976 167 29 5 1 5 1 67 15 14 1 1 
4163 82 977 93 32 4 8 1 1 14 55 40 1 1 
4164 82 977 93 32 4 9 1 1 14 55 40 1 1 
4165 36 978 60 40 2 4 2 1 55 40 40 1 1 
4166 36 978 60 40 2 5 2 1 55 40 40 1 1 
4167 36 978 60 40 4 4 15 2 -1 40 40 1 1 
4168 36 978 60 40 4 5 15 2 -1 40 40 1 1 
4169 277 979 133 34 2 8 1 1 23 60 43 1 1 
4170 277 979 133 34 2 9 1 1 23 60 43 1 1 
4171 277 979 133 34 4 8 1 1 9 60 43 1 1 
4172 277 979 133 34 4 9 1 1 9 60 43 1 1 
4173 402 980 7 30 3 8 1 1 19 36 38 1 1 
4174 402 980 7 30 3 9 1 1 18 36 38 1 1 
4175 402 980 7 30 3 10 1 1 10 36 38 1 1 
4176 42 981 19 38 3 14 2 1 -1 60 30 1 1 
4177 42 981 19 38 3 15 2 1 -1 60 30 1 1 
4178 42 981 19 38 5 14 2 1 53 60 30 1 1 
4179 42 981 19 38 5 15 2 1 53 60 30 1 1 
4180 337 982 92 39 4 1 17 1 235 50 18 1 1 
4181 337 982 92 39 4 2 17 1 235 50 18 1 1 
4182 337 982 92 39 5 1 17 1 235 50 18 1 1 
4183 337 982 92 39 5 2 17 1 235 50 18 1 1 
4188 320 984 18 33 3 14 4 1 119 40 36 1 1 
4189 320 984 18 33 3 15 4 1 119 40 36 1 1 
4190 320 984 18 33 3 16 4 1 119 40 36 1 1 
4191 320 984 18 33 3 17 4 1 119 40 36 1 1 
4192 156 985 40 13 2 16 2 1 39 50 28 1 1 
4193 156 985 40 13 2 17 2 1 39 50 28 1 1 
4194 156 985 40 13 6 14 2 1 40 50 28 1 1 
4195 156 985 40 13 6 15 2 1 40 50 28 1 1 
4196 206 986 41 13 3 2 2 1 40 48 40 1 1 
4197 206 986 41 13 3 3 2 1 40 48 40 1 1 
4198 206 986 41 13 5 2 2 1 45 48 40 1 1 
4199 206 986 41 13 5 3 2 1 45 48 40 1 1 
4200 82 987 93 32 3 11 1 1 17 10 1 1 1 
4201 334 988 37 36 2 15 17 1 236 50 61 1 1 
4202 334 988 37 36 2 16 17 1 236 50 61 1 1 
4203 334 988 37 36 2 17 17 1 235 50 61 1 1 
4204 334 988 37 36 2 17 17 1 236 50 61 1 1 
4205 334 988 37 36 3 17 17 1 239 50 61 1 1 
4206 403 989 120 41 3 7 17 1 262 40 9 1 1 
4207 403 989 120 41 3 9 17 1 262 40 9 1 1 
4208 403 989 120 41 3 10 17 1 262 40 9 1 1 
4209 403 989 120 41 6 7 17 1 238 40 9 1 1 
4210 403 989 120 41 6 9 17 1 237 40 9 1 1 
4211 403 989 120 41 6 10 17 1 252 40 9 1 1 
4214 9 991 60 40 2 8 2 1 39 50 15 1 1 
4215 9 991 60 40 2 9 2 1 39 50 15 1 1 
4216 9 991 60 40 5 8 2 1 40 50 15 1 1 
4217 9 991 60 40 5 9 2 1 40 50 15 1 1 
4218 56 992 155 34 3 14 1 1 2 45 20 1 1 
4219 56 992 155 34 3 15 1 1 2 45 20 1 1 
4220 56 992 155 34 5 14 1 1 2 45 20 1 1 
4221 56 992 155 34 5 15 1 1 2 45 20 1 1 
4230 242 995 166 8 3 10 2 1 38 50 49 1 1 
4231 242 995 166 8 3 11 2 1 38 50 49 1 1 
4232 242 995 166 8 5 8 2 1 41 50 49 1 1 
4233 242 995 166 8 5 9 2 1 41 50 49 1 1 
4238 186 997 157 32 5 3 1 1 3 48 31 1 1 
4239 186 997 157 32 5 4 1 1 9 48 31 1 1 
4240 186 997 157 32 5 5 1 1 9 48 31 1 1 
4241 16 998 66 24 6 2 17 1 235 50 28 1 1 
4242 16 998 66 24 6 3 17 1 236 50 28 1 1 
4243 16 998 66 24 6 4 17 1 236 50 28 1 1 
4244 16 998 66 24 6 5 17 1 235 50 28 1 1 
4245 333 999 133 34 3 4 1 1 -1 20 21 1 1 
4246 333 999 133 34 3 5 1 1 -1 20 21 1 1 
4247 333 999 133 34 5 4 1 1 -1 20 21 1 1 
4248 333 999 133 34 5 5 1 1 22 20 21 1 1 
4255 144 1001 152 15 4 2 4 1 121 50 50 1 1 
4256 144 1001 152 15 4 3 4 1 121 50 50 1 1 
4257 144 1001 152 15 4 4 4 1 -1 50 50 1 1 
4258 144 1001 152 15 4 5 4 1 -1 50 50 1 1 
4259 267 1002 166 8 2 4 2 1 31 50 38 1 1 
4260 267 1002 166 8 2 5 2 1 31 50 38 1 1 
4261 267 1002 166 8 3 8 2 1 41 50 38 1 1 
4262 267 1002 166 8 3 9 2 1 41 50 38 1 1 
4263 28 1003 88 31 4 2 17 1 236 50 30 1 1 
4264 28 1003 88 31 4 3 17 1 235 50 30 1 1 
4265 28 1003 88 31 4 4 17 1 235 50 30 1 1 
4266 28 1003 88 31 4 5 17 1 235 50 30 1 1 
4267 28 1003 88 31 6 8 17 1 235 50 30 1 1 
4268 28 1003 88 31 6 9 17 1 235 50 30 1 1 
4269 28 1003 88 31 6 10 17 1 235 50 30 1 1 
4270 28 1003 88 31 6 11 17 1 235 50 30 1 1 
4271 406 1004 86 41 5 2 17 1 262 40 43 1 1 
4272 406 1004 86 41 5 3 17 1 262 40 43 1 1 
4273 406 1004 86 41 5 4 17 1 262 40 43 1 1 
4274 406 1004 86 41 5 5 17 1 236 40 43 1 1 
4275 81 1005 77 38 4 10 4 1 114 10 4 2 1 
4276 81 1005 77 38 4 11 4 1 114 10 4 2 1 
4286 407 1008 179 18 3 14 4 1 121 20 9 1 1 
4287 407 1008 179 18 3 15 4 1 121 20 9 1 1 
4288 407 1008 179 18 3 16 4 1 123 20 9 1 1 
4289 407 1008 179 18 3 17 4 1 123 20 9 1 1 
4290 183 1009 18 33 2 14 4 1 115 40 18 1 1 
4291 183 1009 18 33 2 15 4 1 115 40 18 1 1 
4292 183 1009 18 33 2 16 4 1 123 40 18 1 1 
4293 183 1009 18 33 2 17 4 1 123 40 18 1 1 
4302 409 1012 5 27 2 2 1 1 15 55 62 1 1 
4303 409 1012 5 27 2 3 1 1 15 55 62 1 1 
4304 409 1012 5 27 2 4 1 1 23 55 62 1 1 
4305 409 1012 5 27 2 5 1 1 23 55 62 1 1 
4306 410 1013 60 40 2 10 2 1 55 40 19 1 1 
4307 410 1013 60 40 2 11 2 1 55 40 19 1 1 
4308 410 1013 60 40 5 10 2 1 36 40 19 1 1 
4309 410 1013 60 40 5 11 2 1 36 40 19 1 1 
4310 111 1014 79 40 5 14 2 1 -1 40 19 1 1 
4311 111 1014 79 40 5 15 2 1 -1 40 19 1 1 
4312 111 1014 79 40 5 16 2 2 -1 40 19 1 1 
4313 111 1014 79 40 5 17 2 2 -1 40 19 1 1 
4314 68 1015 88 31 5 2 17 1 244 18 13 1 1 
4315 68 1015 88 31 5 3 17 1 245 18 13 1 1 
4316 68 1015 88 31 5 4 17 1 245 18 13 1 1 
4319 387 1017 155 34 2 14 1 2 5 20 11 1 1 
4320 387 1017 155 34 2 15 1 2 5 20 11 1 1 
4321 387 1017 155 34 4 14 1 2 5 20 11 1 1 
4322 387 1017 155 34 4 15 1 2 5 20 11 1 1 
4333 156 1020 40 13 4 16 2 1 32 50 44 1 1 
4334 156 1020 40 13 4 17 2 1 32 50 44 1 1 
4335 156 1020 40 13 5 14 2 1 41 50 44 1 1 
4336 156 1020 40 13 5 15 2 1 41 50 44 1 1 
4359 263 1027 77 38 2 10 4 1 125 50 41 1 1 
4360 263 1027 77 38 2 11 4 1 125 50 41 1 1 
4361 263 1027 77 38 4 10 4 1 111 50 41 1 1 
4362 263 1027 77 38 4 11 4 1 111 50 41 1 1 
4363 154 1028 76 43 3 4 1 1 17 30 35 1 1 
4364 154 1028 76 43 3 5 1 1 17 30 35 1 1 
4365 154 1028 76 43 5 4 1 1 17 30 35 1 1 
4366 154 1028 76 43 5 5 1 1 16 30 35 1 1 
4367 412 1029 78 21 3 14 5 1 67 12 16 1 1 
4368 412 1029 78 21 3 15 5 1 67 12 16 1 1 
4369 412 1029 78 21 3 16 5 1 148 12 16 1 1 
4370 412 1029 78 21 3 17 5 1 148 12 16 1 1 
4371 88 1030 41 13 4 16 2 1 45 48 41 1 1 
4372 88 1030 41 13 4 17 2 1 45 48 41 1 1 
4373 88 1030 41 13 6 16 2 1 49 48 41 1 1 
4374 88 1030 41 13 6 17 2 1 49 48 41 1 1 
4379 36 1032 60 40 2 10 2 2 33 40 24 1 1 
4380 36 1032 60 40 2 11 2 2 33 40 24 1 1 
4381 36 1032 60 40 5 10 2 2 33 40 24 1 1 
4382 36 1032 60 40 5 11 2 2 33 40 24 1 1 
4383 413 1033 169 11 5 14 2 1 -1 55 48 1 1 
4384 413 1033 169 11 5 15 2 1 -1 55 48 1 1 
4385 82 1034 93 32 6 2 1 1 8 50 42 1 1 
4386 82 1034 93 32 6 3 1 1 8 50 42 1 1 
4387 57 1035 5 27 2 2 1 1 14 60 48 2 1 
4388 57 1035 5 27 2 3 1 1 14 60 48 2 1 
4389 57 1035 5 27 2 4 1 1 14 60 48 2 1 
4390 57 1035 5 27 2 5 1 1 14 60 48 2 1 
4391 88 1036 41 13 3 16 2 1 50 48 42 1 1 
4392 88 1036 41 13 3 17 2 1 50 48 42 1 1 
4393 88 1036 41 13 5 16 2 1 51 48 42 1 1 
4394 88 1036 41 13 5 17 2 1 51 48 42 1 1 
4399 96 1038 103 42 2 4 5 1 91 34 28 1 1 
4400 96 1038 103 42 2 5 5 1 91 34 28 1 1 
4405 415 1040 153 10 4 5 5 1 60 20 6 1 1 
4406 415 1040 153 10 4 6 5 1 60 20 6 1 1 
4407 277 1041 133 34 2 10 1 1 15 60 43 1 1 
4408 277 1041 133 34 2 11 1 1 15 60 43 1 1 
4409 277 1041 133 34 4 10 1 1 23 60 43 1 1 
4410 277 1041 133 34 4 11 1 1 15 60 43 1 1 
4411 277 1041 133 34 6 10 1 1 15 60 43 1 1 
4412 277 1041 133 34 6 11 1 1 15 60 43 1 1 
4417 5 1043 76 43 2 2 1 1 16 30 22 1 1 
4418 5 1043 76 43 2 3 1 1 16 30 22 1 1 
4419 5 1043 76 43 4 2 1 1 16 30 22 1 1 
4420 5 1043 76 43 4 3 1 1 16 30 22 1 1 
4421 12 1044 156 32 3 10 1 1 14 63 65 1 1 
4422 12 1044 156 32 3 11 1 1 14 63 65 1 1 
4423 107 1045 53 25 5 2 5 1 67 10 1 1 1 
4424 107 1045 53 25 5 3 5 1 67 10 1 1 1 
4425 107 1045 53 25 6 2 5 1 144 10 1 1 1 
4426 107 1045 53 25 6 3 5 1 147 10 1 1 1 
4427 107 1045 53 25 6 1 5 1 67 10 1 1 1 
4436 149 1048 35 33 4 2 4 2 112 30 22 1 1 
4437 149 1048 35 33 4 3 4 2 112 30 22 1 1 
4438 149 1048 35 33 4 4 4 2 -1 30 22 1 1 
4439 149 1048 35 33 4 5 4 2 -1 30 22 1 1 
4440 160 1049 167 29 2 10 5 1 144 60 57 1 1 
4441 160 1049 167 29 3 8 5 1 63 60 57 1 1 
4442 160 1049 167 29 3 9 5 1 63 60 57 1 1 
4443 160 1049 167 29 3 10 5 1 144 60 57 1 1 
4444 160 1049 167 29 4 4 5 1 87 60 57 1 1 
4445 160 1049 167 29 4 5 5 1 87 60 57 1 1 
4446 160 1049 167 29 4 9 5 1 63 60 57 1 1 
4447 160 1049 167 29 4 10 5 1 63 60 57 1 1 
4448 160 1049 167 29 4 11 5 1 63 60 57 1 1 
4449 160 1049 167 29 5 4 5 1 144 60 57 1 1 
4450 160 1049 167 29 5 8 5 1 87 60 57 1 1 
4451 160 1049 167 29 5 9 5 1 87 60 57 1 1 
4452 371 1050 79 40 2 14 2 1 -1 60 41 1 1 
4453 371 1050 79 40 2 15 2 1 -1 60 41 1 1 
4454 371 1050 79 40 2 16 2 1 -1 60 41 1 1 
4455 371 1050 79 40 2 17 2 1 -1 60 41 1 1 
4456 417 1051 40 13 2 14 2 1 40 50 32 1 1 
4457 417 1051 40 13 2 15 2 1 40 50 32 1 1 
4458 417 1051 40 13 2 16 2 1 40 50 32 1 1 
4459 417 1051 40 13 2 17 2 1 40 50 32 1 1 
4460 51 1052 110 27 6 2 4 1 -1 50 46 1 1 
4461 51 1052 110 27 6 3 4 1 -1 50 46 1 1 
4462 51 1052 110 27 6 4 4 1 121 50 46 1 1 
4463 51 1052 110 27 6 5 4 1 121 50 46 1 1 
4464 418 1053 4 27 5 2 4 1 -1 55 43 1 1 
4465 418 1053 4 27 5 3 4 1 -1 55 43 1 1 
4466 418 1053 4 27 5 4 4 1 -1 55 43 1 1 
4467 418 1053 4 27 5 5 4 1 -1 55 43 1 1 
4468 269 1054 167 29 2 8 5 1 86 15 14 1 1 
4469 269 1054 167 29 2 9 5 1 86 15 14 1 1 
4470 269 1054 167 29 2 10 5 1 85 15 14 1 1 
4471 269 1054 167 29 2 11 5 1 141 15 14 1 1 
4472 269 1054 167 29 3 8 5 1 141 15 14 1 1 
4473 269 1054 167 29 3 9 5 1 141 15 14 1 1 
4474 269 1054 167 29 3 10 5 1 141 15 14 1 1 
4475 269 1054 167 29 3 11 5 1 141 15 14 1 1 
4476 269 1054 167 29 4 8 5 1 67 15 14 1 1 
4477 269 1054 167 29 4 9 5 1 141 15 14 1 1 
4478 269 1054 167 29 4 10 5 1 102 15 14 1 1 
4479 269 1054 167 29 4 11 5 1 91 15 14 1 1 
4480 269 1054 167 29 5 8 5 1 95 15 14 1 1 
4481 269 1054 167 29 5 9 5 1 95 15 14 1 1 
4482 269 1054 167 29 5 10 5 1 90 15 14 1 1 
4483 269 1054 167 29 5 11 5 1 86 15 14 1 1 
4492 268 1057 37 36 4 17 17 1 237 50 68 1 1 
4493 268 1057 37 36 4 17 17 1 238 50 68 1 1 
4494 268 1057 37 36 6 13 17 1 235 50 68 1 1 
4495 268 1057 37 36 6 17 17 1 235 50 68 1 1 
4496 268 1057 37 36 6 17 17 1 236 50 68 1 1 
4497 420 1058 130 34 2 4 1 1 17 30 20 1 1 
4498 420 1058 130 34 2 5 1 1 16 30 20 1 1 
4503 277 1060 133 34 3 4 1 1 3 45 26 1 1 
4504 277 1060 133 34 3 5 1 1 3 45 26 1 1 
4505 277 1060 133 34 5 4 1 1 3 45 26 1 1 
4506 277 1060 133 34 5 5 1 1 3 45 26 1 1 
4509 292 1062 19 38 2 16 2 1 -1 40 33 1 1 
4510 292 1062 19 38 2 17 2 1 -1 40 33 1 1 
4511 292 1062 19 38 4 16 2 1 55 40 33 1 1 
4512 292 1062 19 38 4 17 2 1 55 40 33 1 1 
4513 282 1063 179 18 4 14 4 1 119 45 47 1 1 
4514 282 1063 179 18 4 15 4 1 119 45 47 1 1 
4515 282 1063 179 18 4 16 4 1 115 45 47 1 1 
4516 282 1063 179 18 4 17 4 1 115 45 47 1 1 
4517 149 1064 35 33 6 2 4 1 -1 30 24 1 1 
4518 149 1064 35 33 6 3 4 1 -1 30 24 1 1 
4519 149 1064 35 33 6 4 4 1 -1 30 24 1 1 
4520 149 1064 35 33 6 5 4 1 -1 30 24 1 1 
4521 144 1065 152 15 6 2 4 1 125 65 50 1 1 
4522 144 1065 152 15 6 3 4 1 125 65 50 1 1 
4523 144 1065 152 15 6 4 4 1 125 65 50 1 1 
4524 144 1065 152 15 6 5 4 1 125 65 50 1 1 
4526 421 1067 86 41 6 2 17 1 252 40 31 1 1 
4527 421 1067 86 41 6 3 17 1 252 40 31 1 1 
4528 421 1067 86 41 6 4 17 1 252 40 31 1 1 
4529 421 1067 86 41 6 5 17 1 252 40 31 1 1 
4530 389 1068 4 27 2 14 5 1 148 20 67 2 1 
4531 389 1068 4 27 2 15 5 1 60 20 67 2 1 
4532 389 1068 4 27 2 16 5 1 60 20 67 2 1 
4533 389 1068 4 27 2 17 5 1 60 20 67 2 1 
4538 422 1070 7 30 2 9 1 1 21 36 35 1 1 
4539 422 1070 7 30 2 10 1 1 20 36 35 1 1 
4540 422 1070 7 30 2 11 1 1 18 36 35 1 1 
4541 409 1071 5 27 6 2 4 1 115 45 61 2 1 
4542 409 1071 5 27 6 3 4 1 115 45 61 2 1 
4543 409 1071 5 27 6 4 4 1 115 45 61 2 1 
4544 409 1071 5 27 6 5 4 1 115 45 61 2 1 
4545 109 1072 41 13 2 14 2 1 50 48 48 1 1 
4546 109 1072 41 13 2 15 2 1 50 48 48 1 1 
4547 109 1072 41 13 4 14 2 1 49 48 48 1 1 
4548 109 1072 41 13 4 15 2 1 49 48 48 1 1 
4549 47 1073 18 33 4 2 4 1 -1 32 32 1 1 
4550 47 1073 18 33 4 3 4 1 -1 32 32 1 1 
4551 47 1073 18 33 4 4 4 1 -1 32 32 1 1 
4552 47 1073 18 33 4 5 4 1 -1 32 32 1 1 
4553 165 1074 158 32 3 14 1 1 16 30 33 1 1 
4554 165 1074 158 32 3 15 1 1 16 30 33 1 1 
4555 165 1074 158 32 3 16 1 1 16 30 33 1 1 
4556 165 1074 158 32 3 17 1 1 6 30 33 1 1 
4557 338 1075 167 29 6 2 5 1 140 20 21 1 1 
4558 338 1075 167 29 6 3 5 1 103 20 21 1 1 
4559 338 1075 167 29 6 4 5 1 142 20 21 1 1 
4560 338 1075 167 29 6 5 5 1 147 20 21 1 1 
4561 163 1076 161 16 2 4 5 1 95 47 51 1 1 
4562 163 1076 161 16 2 5 5 1 95 47 51 1 1 
4563 163 1076 161 16 3 10 5 1 66 47 51 1 1 
4564 163 1076 161 16 3 11 5 1 63 47 51 1 1 
4565 423 1077 170 11 2 10 5 3 -1 25 18 1 1 
4566 423 1077 170 11 2 11 5 3 65 25 18 1 1 
4567 56 1078 155 34 2 14 1 1 15 55 82 1 1 
4568 56 1078 155 34 2 15 1 1 15 55 82 1 1 
4569 56 1078 155 34 4 14 1 1 15 55 82 1 1 
4570 56 1078 155 34 4 15 1 1 15 55 82 1 1 
4571 56 1078 155 34 6 14 1 1 14 55 82 1 1 
4572 56 1078 155 34 6 15 1 1 14 55 82 1 1 
4600 177 1080 87 43 2 4 1 1 1 44 34 1 1 
4601 177 1080 87 43 2 5 1 1 1 44 34 1 1 
4617 302 1086 74 40 4 14 2 1 58 40 33 1 1 
4618 302 1086 74 40 4 15 2 1 58 40 33 1 1 
4619 302 1086 74 40 4 16 15 2 -1 40 33 1 1 
4620 302 1086 74 40 4 17 15 2 -1 40 33 1 1 
4621 82 1087 93 32 6 4 1 1 27 25 19 1 1 
4622 82 1087 93 32 6 5 1 1 27 25 19 1 1 
4623 82 1087 93 32 6 6 1 1 7 25 19 1 1 
4624 225 1088 158 32 5 14 1 1 16 30 30 1 1 
4625 225 1088 158 32 5 15 1 1 16 30 30 1 1 
4626 225 1088 158 32 5 16 1 1 16 30 30 1 1 
4627 225 1088 158 32 5 17 1 1 16 30 30 1 1 
4632 425 1090 103 42 5 8 5 1 102 25 43 3 1 
4633 425 1090 103 42 5 9 5 1 102 25 43 3 1 
4638 68 1092 88 31 2 2 17 1 236 24 17 1 1 
4639 68 1092 88 31 2 3 17 1 236 24 17 1 1 
4640 68 1092 88 31 2 4 17 1 236 24 17 1 1 
4641 68 1092 88 31 2 5 17 1 236 24 17 1 1 
4642 68 1092 88 31 3 2 17 1 239 24 17 1 1 
4643 68 1092 88 31 3 3 17 1 239 24 17 1 1 
4644 68 1092 88 31 3 4 17 1 239 24 17 1 1 
4645 68 1092 88 31 3 5 17 1 240 24 17 1 1 
4646 68 1092 88 31 5 2 17 1 240 24 17 1 1 
4647 68 1092 88 31 5 3 17 1 241 24 17 1 1 
4648 68 1092 88 31 5 4 17 1 241 24 17 1 1 
4649 68 1092 88 31 5 5 17 1 241 24 17 1 1 
4650 274 1093 156 32 6 8 1 2 5 30 38 1 1 
4651 274 1093 156 32 6 9 1 2 5 30 38 1 1 
4656 131 1095 12 13 2 4 2 1 49 40 25 1 1 
4657 131 1095 12 13 2 5 2 1 49 40 25 1 1 
4658 131 1095 12 13 4 4 2 1 36 40 25 1 1 
4659 131 1095 12 13 4 5 2 1 36 40 25 1 1 
4660 117 1096 93 32 5 4 1 1 10 25 15 1 1 
4663 202 1098 19 38 2 16 2 1 37 35 43 1 1 
4664 202 1098 19 38 2 17 2 1 37 35 43 1 1 
4665 202 1098 19 38 4 16 2 1 58 35 43 1 1 
4666 202 1098 19 38 4 17 2 1 58 35 43 1 1 
4671 426 1100 179 18 6 14 2 1 55 40 44 2 1 
4672 426 1100 179 18 6 15 2 1 55 40 44 2 1 
4673 426 1100 179 18 6 16 2 1 55 40 44 2 1 
4674 426 1100 179 18 6 17 2 1 55 40 44 2 1 
4684 427 1103 73 8 5 2 2 2 4 25 29 1 1 
4685 427 1103 73 8 5 3 2 2 4 25 29 1 1 
4686 427 1103 73 8 6 2 1 1 26 25 29 1 1 
4687 427 1103 73 8 6 3 1 1 26 25 29 1 1 
4688 107 1104 53 25 4 2 5 1 66 40 33 1 1 
4689 107 1104 53 25 4 3 5 1 66 40 33 1 1 
4690 107 1104 53 25 5 2 5 1 61 40 33 1 1 
4691 107 1104 53 25 5 3 5 1 61 40 33 1 1 
4692 107 1104 53 25 5 4 5 1 59 40 33 1 1 
4693 428 1105 166 8 4 4 2 1 55 40 52 1 1 
4694 428 1105 166 8 4 5 2 1 55 40 52 1 1 
4695 81 1106 77 38 3 16 4 1 121 20 17 1 1 
4696 81 1106 77 38 3 17 4 1 121 20 17 1 1 
4697 81 1106 77 38 5 16 4 2 112 20 17 1 1 
4698 81 1106 77 38 5 17 4 2 112 20 17 1 1 
4699 168 1107 158 32 5 4 1 1 18 40 11 1 1 
4704 268 1109 37 36 4 15 17 1 235 50 55 3 1 
4705 268 1109 37 36 4 16 17 1 235 50 55 3 1 
4706 268 1109 37 36 6 15 17 1 235 50 55 3 1 
4707 268 1109 37 36 6 16 17 1 235 50 55 3 1 
4714 55 1111 142 14 3 15 17 1 252 28 29 3 1 
4715 55 1111 142 14 3 16 17 1 252 28 29 3 1 
4716 55 1111 142 14 3 17 17 1 252 28 29 3 1 
4717 55 1111 142 14 3 17 17 1 262 28 29 3 1 
4718 144 1112 152 15 5 14 4 1 111 50 35 2 1 
4719 144 1112 152 15 5 15 4 1 111 50 35 2 1 
4720 144 1112 152 15 5 16 4 1 111 50 35 2 1 
4721 144 1112 152 15 5 17 4 1 111 50 35 2 1 
4732 73 1115 182 18 3 14 4 1 117 55 38 1 1 
4733 73 1115 182 18 3 15 4 1 117 55 38 1 1 
4734 73 1115 182 18 3 16 4 1 122 55 38 1 1 
4735 73 1115 182 18 3 17 4 1 122 55 38 1 1 
4740 73 1118 182 18 4 14 4 1 118 55 39 1 1 
4741 73 1118 182 18 4 15 4 1 118 55 39 1 1 
4742 73 1118 182 18 4 16 4 1 118 55 39 1 1 
4743 73 1118 182 18 4 17 4 1 118 55 39 1 1 
4744 292 1119 19 38 3 10 2 1 55 37 11 1 1 
4745 292 1119 19 38 3 11 2 1 55 37 11 1 1 
4746 292 1119 19 38 5 10 2 1 55 37 11 1 1 
