#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type	Room	Vacanc	Matric	Priori	Special
2009 117 477 93 32 2 8 1 1 57 50 51 1 1 
2010 117 477 93 32 2 9 1 1 57 50 51 1 1 
2011 117 477 93 32 2 10 1 1 54 50 51 1 1 
2012 117 477 93 32 2 11 1 1 54 50 51 1 1 
2013 89 478 30 31 3 3 17 1 240 15 4 1 1 
2014 89 478 30 31 3 4 17 1 240 15 4 1 1 
2015 89 478 30 31 3 5 17 1 241 15 4 1 1 
2016 89 478 30 31 3 6 17 1 262 15 4 1 1 
2017 20 479 8 8 5 2 2 1 32 50 43 1 1 
2018 20 479 8 8 5 3 2 1 32 50 43 1 1 
2023 225 481 158 32 6 4 1 1 3 40 48 1 1 
2024 225 481 158 32 6 5 1 1 3 40 48 1 1 
2029 131 483 12 13 3 2 2 1 55 40 23 1 1 
2030 131 483 12 13 3 3 2 1 55 40 23 1 1 
2031 131 483 12 13 5 2 2 1 51 40 23 1 1 
2032 131 483 12 13 5 3 2 1 51 40 23 1 1 
2033 276 484 158 32 6 8 5 1 59 40 38 1 1 
2034 276 484 158 32 6 9 5 1 59 40 38 1 1 
2035 276 484 158 32 6 10 5 1 61 40 38 1 1 
2036 276 484 158 32 6 11 5 1 61 40 38 1 1 
2037 143 485 137 18 3 4 4 1 121 45 27 2 1 
2038 143 485 137 18 3 5 4 1 121 45 27 2 1 
2039 143 485 137 18 6 4 4 1 124 45 27 2 1 
2040 143 485 137 18 6 5 4 1 124 45 27 2 1 
2054 81 490 77 38 2 14 4 2 112 20 16 1 1 
2055 81 490 77 38 2 15 4 2 112 20 16 1 1 
2056 81 490 77 38 4 14 4 1 113 20 16 1 1 
2057 81 490 77 38 4 15 4 1 113 20 16 1 1 
2058 279 491 43 27 5 8 4 1 120 61 71 1 1 
2059 279 491 43 27 5 9 4 1 120 61 71 1 1 
2060 279 491 43 27 5 10 4 1 120 61 71 1 1 
2061 279 491 43 27 5 11 4 1 120 61 71 1 1 
2062 156 492 40 13 2 14 2 1 38 50 16 1 1 
2063 156 492 40 13 2 15 2 1 38 50 16 1 1 
2064 280 493 166 8 4 2 2 1 36 40 35 1 1 
2065 280 493 166 8 4 3 2 1 36 40 35 1 1 
2066 281 494 91 43 3 16 1 1 2 40 46 1 1 
2067 281 494 91 43 3 17 1 1 2 40 46 1 1 
2068 281 494 91 43 5 16 1 1 3 40 46 1 1 
2069 281 494 91 43 5 17 1 1 3 40 46 1 1 
2070 34 495 12 13 3 16 2 1 55 40 33 1 1 
2071 34 495 12 13 3 17 2 1 55 40 33 1 1 
2072 34 495 12 13 5 16 2 1 56 40 33 1 1 
2073 34 495 12 13 5 17 2 1 -1 40 33 1 1 
2074 156 496 40 13 2 16 2 1 38 50 28 1 1 
2075 156 496 40 13 2 17 2 1 38 50 28 1 1 
2080 34 498 12 13 2 16 2 1 48 30 24 1 1 
2081 34 498 12 13 2 17 2 1 48 30 24 1 1 
2082 34 498 12 13 4 16 2 2 4 30 24 1 1 
2083 34 498 12 13 4 17 2 2 4 30 24 1 1 
2084 26 499 156 32 4 8 2 1 44 60 61 1 1 
2085 26 499 156 32 4 9 2 1 44 60 61 1 1 
2086 26 499 156 32 6 8 2 1 44 60 61 1 1 
2087 26 499 156 32 6 9 2 1 44 60 61 1 1 
2088 283 500 158 32 2 8 1 1 10 40 40 1 1 
2089 283 500 158 32 2 9 1 1 10 40 40 1 1 
2090 283 500 158 32 2 10 1 1 13 40 40 1 1 
2091 283 500 158 32 2 11 1 1 10 40 40 1 1 
2092 101 501 79 40 6 14 2 1 -1 45 33 1 1 
2093 101 501 79 40 6 15 2 1 -1 45 33 1 1 
2094 101 501 79 40 6 16 15 2 -1 45 33 1 1 
2095 101 501 79 40 6 17 15 2 -1 45 33 1 1 
2096 284 502 4 27 5 8 4 1 117 50 58 1 1 
2097 284 502 4 27 5 9 4 1 117 50 58 1 1 
2098 284 502 4 27 5 10 4 1 117 50 58 1 1 
2099 284 502 4 27 5 11 4 1 117 50 58 1 1 
2106 156 504 40 13 3 16 2 1 43 100 58 2 1 
2107 156 504 40 13 3 17 2 1 43 100 58 2 1 
2108 156 504 40 13 4 14 2 1 43 100 58 2 1 
2109 156 504 40 13 4 15 2 1 43 100 58 2 1 
2110 142 505 74 40 3 14 2 2 128 45 62 1 1 
2111 142 505 74 40 3 15 2 2 128 45 62 1 1 
2112 142 505 74 40 3 16 2 2 -1 45 62 1 1 
2113 142 505 74 40 3 17 2 2 -1 45 62 1 1 
2114 142 505 74 40 5 14 2 1 127 45 62 1 1 
2115 142 505 74 40 5 15 2 1 127 45 62 1 1 
2116 142 505 74 40 5 16 2 2 -1 45 62 1 1 
2117 142 505 74 40 5 17 2 2 -1 45 62 1 1 
2119 286 507 170 11 2 3 5 3 65 25 32 1 1 
2120 286 507 170 11 2 4 5 3 65 25 32 1 1 
2121 286 507 170 11 2 5 5 3 65 25 32 1 1 
2122 286 507 170 11 2 6 5 3 65 25 32 1 1 
2131 288 510 81 33 5 2 4 1 -1 30 29 1 1 
2132 288 510 81 33 5 3 4 1 -1 30 29 1 1 
2133 288 510 81 33 5 4 4 1 -1 30 29 1 1 
2134 288 510 81 33 5 5 4 1 -1 30 29 1 1 
2139 172 512 12 13 4 2 2 1 44 60 56 1 1 
2140 172 512 12 13 4 3 2 1 44 60 56 1 1 
2141 172 512 12 13 6 2 2 1 43 60 56 1 1 
2142 172 512 12 13 6 3 2 1 43 60 56 1 1 
2143 13 513 43 27 4 8 4 1 125 60 56 1 1 
2144 13 513 43 27 4 9 4 1 125 60 56 1 1 
2145 13 513 43 27 4 10 4 1 117 60 56 1 1 
2146 13 513 43 27 4 11 4 1 117 60 56 1 1 
2151 215 515 166 8 2 8 2 1 36 40 22 1 1 
2152 215 515 166 8 2 9 2 1 36 40 22 1 1 
2153 218 516 92 39 3 5 17 1 235 50 18 1 1 
2154 218 516 92 39 3 6 17 1 235 50 18 1 1 
2155 218 516 92 39 5 5 17 1 235 50 18 1 1 
2156 218 516 92 39 5 6 17 1 235 50 18 1 1 
2157 181 517 103 42 2 2 1 1 57 50 35 1 1 
2158 181 517 103 42 2 3 1 1 57 50 35 1 1 
2159 139 518 166 8 5 2 2 1 38 50 38 1 1 
2160 139 518 166 8 5 3 2 1 38 50 38 1 1 
2161 202 519 19 38 2 8 2 1 55 40 22 1 1 
2162 202 519 19 38 2 9 2 1 55 40 22 1 1 
2163 202 519 19 38 4 8 2 1 45 40 22 1 1 
2164 202 519 19 38 4 9 2 1 45 40 22 1 1 
2165 161 520 87 43 3 2 1 1 13 60 70 1 1 
2166 161 520 87 43 3 3 1 1 13 60 70 1 1 
2167 161 520 87 43 5 2 1 1 23 60 70 1 1 
2168 161 520 87 43 5 3 1 1 23 60 70 1 1 
2169 167 521 142 14 5 15 17 1 235 50 11 1 1 
2170 167 521 142 14 5 16 17 1 235 50 11 1 1 
2171 167 521 142 14 5 17 17 1 237 50 11 1 1 
2172 167 521 142 14 5 17 17 1 238 50 11 1 1 
2185 291 525 165 17 2 8 4 3 109 33 55 3 1 
2186 291 525 165 17 2 9 4 3 109 33 55 3 1 
2187 291 525 165 17 2 10 4 3 109 33 55 3 1 
2188 291 525 165 17 2 11 4 3 109 33 55 3 1 
2189 157 526 154 34 2 2 1 2 34 30 32 1 1 
2190 157 526 154 34 2 3 1 2 34 30 32 1 1 
2191 157 526 154 34 4 2 1 2 34 30 32 1 1 
2192 157 526 154 34 4 3 1 2 34 30 32 1 1 
2193 269 527 167 29 2 8 5 1 102 15 12 1 1 
2194 269 527 167 29 2 9 5 1 102 15 12 1 1 
2195 269 527 167 29 2 10 5 1 141 15 12 1 1 
2196 269 527 167 29 3 2 5 1 141 15 12 1 1 
2197 269 527 167 29 3 3 5 1 90 15 12 1 1 
2198 269 527 167 29 3 4 5 1 140 15 12 1 1 
2199 269 527 167 29 3 9 5 1 96 15 12 1 1 
2200 269 527 167 29 3 10 5 1 96 15 12 1 1 
2201 269 527 167 29 3 11 5 1 96 15 12 1 1 
2202 269 527 167 29 3 1 5 1 148 15 12 1 1 
2203 269 527 167 29 5 8 5 1 86 15 12 1 1 
2204 269 527 167 29 5 9 5 1 86 15 12 1 1 
2205 269 527 167 29 5 10 5 1 85 15 12 1 1 
2206 269 527 167 29 5 11 5 1 141 15 12 1 1 
2207 269 527 167 29 6 8 5 1 102 15 12 1 1 
2208 269 527 167 29 6 9 5 1 102 15 12 1 1 
2209 269 527 167 29 6 10 5 1 102 15 12 1 1 
2210 269 527 167 29 6 11 5 1 148 15 12 1 1 
2211 292 528 19 38 2 8 2 1 30 50 22 1 1 
2212 292 528 19 38 2 9 2 1 30 50 22 1 1 
2213 292 528 19 38 4 8 2 1 32 50 22 1 1 
2214 292 528 19 38 4 9 2 1 32 50 22 1 1 
2215 292 528 19 38 6 8 2 1 31 50 22 1 1 
2216 292 528 19 38 6 9 2 1 31 50 22 1 1 
2217 239 529 74 40 4 14 2 1 127 45 31 1 1 
2218 239 529 74 40 4 15 2 1 127 45 31 1 1 
2219 239 529 74 40 4 16 2 2 128 45 31 1 1 
2220 239 529 74 40 4 17 2 2 128 45 31 1 1 
2230 294 533 50 31 3 2 17 1 252 40 11 1 1 
2231 294 533 50 31 3 3 17 1 252 40 11 1 1 
2232 294 533 50 31 3 4 17 1 252 40 11 1 1 
2233 294 533 50 31 3 5 17 1 252 40 11 1 1 
2234 295 534 88 31 6 7 17 1 252 45 36 1 1 
2235 295 534 88 31 6 9 17 1 252 45 36 1 1 
2244 70 537 158 32 2 4 1 1 3 40 33 1 1 
2245 70 537 158 32 2 5 1 1 3 40 33 1 1 
2246 297 538 12 13 3 16 2 1 58 30 31 1 1 
2247 297 538 12 13 3 17 2 1 58 30 31 1 1 
2248 297 538 12 13 5 16 2 1 58 30 31 1 1 
2249 297 538 12 13 5 17 2 1 58 30 31 1 1 
2250 74 539 74 40 5 14 15 2 -1 40 19 1 1 
2251 74 539 74 40 5 15 15 2 -1 40 19 1 1 
2252 74 539 74 40 5 16 15 2 -1 40 19 1 1 
2253 74 539 74 40 5 17 15 2 -1 40 19 1 1 
2254 33 540 95 27 2 2 1 2 35 40 45 1 1 
2255 33 540 95 27 2 3 1 2 35 40 45 1 1 
2256 33 540 95 27 2 4 1 2 5 40 45 1 1 
2257 33 540 95 27 2 5 1 2 5 40 45 1 1 
2258 43 541 41 13 3 2 2 1 38 48 42 1 1 
2259 43 541 41 13 3 3 2 1 38 48 42 1 1 
2260 43 541 41 13 5 2 2 1 41 48 42 1 1 
2261 43 541 41 13 5 3 2 1 41 48 42 1 1 
2266 259 543 12 13 2 14 2 1 37 20 15 1 1 
2267 259 543 12 13 2 15 2 1 37 20 15 1 1 
2268 259 543 12 13 4 14 2 1 37 20 15 1 1 
2269 259 543 12 13 4 15 2 1 37 20 15 1 1 
2270 127 544 81 33 4 2 4 1 149 30 29 2 1 
2271 127 544 81 33 4 3 4 1 149 30 29 2 1 
2272 127 544 81 33 4 4 4 1 149 30 29 2 1 
2273 127 544 81 33 4 5 4 1 149 30 29 2 1 
2283 34 548 12 13 3 16 2 2 33 40 42 1 1 
2284 34 548 12 13 3 17 2 2 33 40 42 1 1 
2285 34 548 12 13 5 16 2 2 128 40 42 1 1 
2286 34 548 12 13 5 17 2 2 128 40 42 1 1 
2287 206 549 41 13 3 4 2 1 42 48 38 1 1 
2288 206 549 41 13 3 5 2 1 42 48 38 1 1 
2289 206 549 41 13 5 4 2 1 41 48 38 1 1 
2290 206 549 41 13 5 5 2 1 41 48 38 1 1 
2291 110 550 79 40 6 14 2 1 -1 45 43 1 1 
2292 110 550 79 40 6 15 2 1 -1 45 43 1 1 
2293 110 550 79 40 6 16 2 1 -1 45 43 1 1 
2294 110 550 79 40 6 17 2 1 -1 45 43 1 1 
2299 187 552 93 32 4 2 1 1 13 50 25 1 1 
2300 187 552 93 32 4 3 1 1 18 50 25 1 1 
2301 187 552 93 32 4 4 1 1 10 50 25 1 1 
2302 187 552 93 32 4 5 1 1 10 50 25 1 1 
2303 299 553 154 34 2 10 1 1 14 60 51 1 1 
2304 299 553 154 34 2 11 1 1 14 60 51 1 1 
2305 299 553 154 34 4 10 1 1 15 60 51 1 1 
2306 299 553 154 34 4 11 1 1 14 60 51 1 1 
2307 107 554 53 25 5 8 5 1 61 40 40 1 1 
2308 107 554 53 25 5 9 5 1 61 40 40 1 1 
2309 107 554 53 25 5 10 5 1 59 40 40 1 1 
2310 107 554 53 25 5 7 5 1 59 40 40 1 1 
2311 300 555 130 34 3 4 1 1 2 45 21 1 1 
2312 300 555 130 34 3 5 1 1 2 45 21 1 1 
2313 300 555 130 34 5 4 1 1 2 45 21 1 1 
2314 300 555 130 34 5 5 1 1 2 45 21 1 1 
2315 201 556 130 34 4 8 1 1 2 45 14 1 1 
2316 201 556 130 34 4 9 1 1 2 45 14 1 1 
2317 201 556 130 34 6 8 1 1 1 45 14 1 1 
2318 201 556 130 34 6 9 1 1 1 45 14 1 1 
2319 187 557 93 32 4 8 1 1 54 50 62 1 1 
2320 187 557 93 32 4 9 1 1 54 50 62 1 1 
2321 187 557 93 32 4 10 1 1 54 50 62 1 1 
2322 301 558 157 32 2 8 1 1 6 35 49 2 1 
2323 301 558 157 32 2 9 1 1 6 35 49 2 1 
2324 301 558 157 32 2 10 1 1 6 35 49 2 1 
2325 301 558 157 32 2 11 1 1 6 35 49 2 1 
2327 302 560 74 40 5 14 2 1 48 40 19 1 1 
2328 302 560 74 40 5 15 2 1 48 40 19 1 1 
2329 302 560 74 40 5 16 2 2 -1 40 19 1 1 
2330 302 560 74 40 5 17 2 2 -1 40 19 1 1 
2331 79 561 155 34 5 16 1 1 7 20 6 1 1 
2332 79 561 155 34 5 17 1 1 7 20 6 1 1 
2333 47 562 18 33 2 2 4 1 123 33 32 1 1 
2334 47 562 18 33 2 3 4 1 123 33 32 1 1 
2335 47 562 18 33 2 4 4 1 123 33 32 1 1 
2336 47 562 18 33 2 5 4 1 123 33 32 1 1 
2337 303 563 18 33 3 2 4 1 123 32 32 1 1 
2338 303 563 18 33 3 3 4 1 123 32 32 1 1 
2339 303 563 18 33 3 4 4 1 -1 32 32 1 1 
2340 303 563 18 33 3 5 4 1 -1 32 32 1 1 
2341 63 564 179 18 2 14 2 1 127 41 54 2 1 
2342 63 564 179 18 2 15 2 1 127 41 54 2 1 
2343 63 564 179 18 2 16 2 1 126 41 54 2 1 
2344 63 564 179 18 2 17 2 1 126 41 54 2 1 
2345 13 565 43 27 6 8 4 1 120 60 55 1 1 
2346 13 565 43 27 6 9 4 1 120 60 55 1 1 
2347 13 565 43 27 6 10 4 1 122 60 55 1 1 
2348 13 565 43 27 6 11 4 1 122 60 55 1 1 
2349 160 566 167 29 2 2 5 1 63 60 57 1 1 
2350 160 566 167 29 2 3 5 1 63 60 57 1 1 
2351 160 566 167 29 2 4 5 1 99 60 57 1 1 
2352 160 566 167 29 2 5 5 1 99 60 57 1 1 
2353 160 566 167 29 4 8 5 1 63 60 57 1 1 
2354 160 566 167 29 4 7 5 1 63 60 57 1 1 
2355 79 567 155 34 3 14 1 1 14 55 44 1 1 
2356 79 567 155 34 3 15 1 1 14 55 44 1 1 
2357 79 567 155 34 5 14 1 1 14 55 44 1 1 
2358 79 567 155 34 5 15 1 1 14 55 44 1 1 
2363 305 569 79 40 3 14 2 1 31 50 44 1 1 
2364 305 569 79 40 3 15 2 1 31 50 44 1 1 
2365 305 569 79 40 3 16 2 1 40 50 44 1 1 
2366 305 569 79 40 3 17 2 1 40 50 44 1 1 
2367 156 570 40 13 3 14 2 1 32 50 37 1 1 
2368 156 570 40 13 3 15 2 1 32 50 37 1 1 
2369 156 570 40 13 6 16 2 1 31 50 37 1 1 
2370 156 570 40 13 6 17 2 1 31 50 37 1 1 
2371 306 571 76 43 2 8 1 1 17 30 12 1 1 
2372 306 571 76 43 2 9 1 1 26 30 12 1 1 
2373 306 571 76 43 4 8 1 1 16 30 12 1 1 
2374 306 571 76 43 4 9 1 1 16 30 12 1 1 
2375 79 572 155 34 5 10 1 1 9 20 7 1 1 
2376 79 572 155 34 5 11 1 1 8 20 7 1 1 
2377 51 573 110 27 6 2 1 1 16 35 27 1 1 
2378 51 573 110 27 6 3 1 1 16 35 27 1 1 
2379 51 573 110 27 6 4 1 1 6 35 27 1 1 
2380 51 573 110 27 6 5 1 1 6 35 27 1 1 
2381 203 574 77 38 5 14 4 1 114 10 9 2 1 
2382 203 574 77 38 5 15 4 1 114 10 9 2 1 
2387 28 575 88 31 4 2 17 1 240 28 5 1 1 
2388 28 575 88 31 4 2 17 1 241 28 5 1 1 
2389 28 575 88 31 4 3 17 1 241 28 5 1 1 
2390 28 575 88 31 4 3 17 1 243 28 5 1 1 
2391 28 575 88 31 4 4 17 1 241 28 5 1 1 
2392 28 575 88 31 4 4 17 1 243 28 5 1 1 
2393 28 575 88 31 4 5 17 1 239 28 5 1 1 
2394 28 575 88 31 4 5 17 1 240 28 5 1 1 
2395 28 575 88 31 4 1 17 1 262 28 5 1 1 
2396 28 575 88 31 4 1 17 1 236 28 5 1 1 
2397 28 575 88 31 6 8 17 1 252 28 5 1 1 
2398 28 575 88 31 6 8 17 1 262 28 5 1 1 
2399 28 575 88 31 6 9 17 1 238 28 5 1 1 
2400 28 575 88 31 6 9 17 1 239 28 5 1 1 
2401 28 575 88 31 6 10 17 1 262 28 5 1 1 
2402 28 575 88 31 6 10 17 1 237 28 5 1 1 
2403 28 575 88 31 6 11 17 1 252 28 5 1 1 
2404 28 575 88 31 6 11 17 1 262 28 5 1 1 
2419 133 580 5 27 6 2 4 1 -1 70 44 1 1 
2420 133 580 5 27 6 3 4 1 -1 70 44 1 1 
2421 133 580 5 27 6 4 4 1 -1 70 44 1 1 
2422 133 580 5 27 6 5 4 1 -1 70 44 1 1 
2438 37 582 178 18 3 2 4 1 124 45 28 1 1 
2439 37 582 178 18 3 3 4 1 124 45 28 1 1 
2440 37 582 178 18 3 4 4 1 124 45 28 1 1 
2441 37 582 178 18 3 5 4 1 124 45 28 1 1 
2446 310 584 43 27 2 8 4 1 111 50 15 3 1 
2447 310 584 43 27 2 9 4 1 111 50 15 3 1 
2448 310 584 43 27 2 10 4 1 111 50 15 3 1 
2449 310 584 43 27 2 11 4 1 111 50 15 3 1 
2450 235 585 137 18 4 2 4 1 117 50 48 1 1 
2451 235 585 137 18 4 3 4 1 117 50 48 1 1 
2452 235 585 137 18 4 4 4 1 118 50 48 1 1 
2453 235 585 137 18 4 5 4 1 118 50 48 1 1 
2454 144 586 152 15 3 14 1 1 13 50 57 1 1 
2455 144 586 152 15 3 15 1 1 10 50 57 1 1 
2456 144 586 152 15 3 16 1 1 3 50 57 1 1 
2457 144 586 152 15 3 17 1 1 3 50 57 1 1 
2462 42 588 19 38 3 14 2 1 -1 60 43 1 1 
2463 42 588 19 38 3 15 2 1 -1 60 43 1 1 
2464 42 588 19 38 5 14 2 1 43 60 43 1 1 
2465 42 588 19 38 5 15 2 1 43 60 43 1 1 
2466 311 589 12 13 3 4 2 1 48 30 19 1 1 
2467 311 589 12 13 3 5 2 1 48 30 19 1 1 
2468 311 589 12 13 5 4 2 1 58 30 19 1 1 
2469 311 589 12 13 5 5 2 1 58 30 19 1 1 
2476 313 591 60 40 2 4 2 1 -1 62 63 1 1 
2477 313 591 60 40 2 5 2 1 -1 62 63 1 1 
2478 313 591 60 40 4 4 2 1 50 62 63 1 1 
2479 313 591 60 40 4 5 2 1 50 62 63 1 1 
2480 313 591 60 40 6 4 2 1 52 62 63 1 1 
2481 313 591 60 40 6 5 2 1 52 62 63 1 1 
2484 210 593 157 32 5 2 1 2 34 20 13 1 1 
2485 210 593 157 32 5 3 1 2 34 20 13 1 1 
2486 210 593 157 32 5 4 1 2 34 20 13 1 1 
2487 210 593 157 32 5 5 1 2 34 20 13 1 1 
2493 103 595 95 27 6 2 4 1 -1 30 19 1 1 
2494 103 595 95 27 6 3 4 1 -1 30 19 1 1 
2495 103 595 95 27 6 4 4 1 -1 30 19 1 1 
2496 103 595 95 27 6 5 4 1 -1 30 19 1 1 
2497 314 596 79 40 6 14 2 1 52 60 58 1 1 
2498 314 596 79 40 6 15 2 1 52 60 58 1 1 
2499 235 597 137 18 3 2 4 1 119 50 38 1 1 
2500 235 597 137 18 3 3 4 1 119 50 38 1 1 
2501 235 597 137 18 6 2 4 1 121 50 38 1 1 
2502 235 597 137 18 6 3 4 1 121 50 38 1 1 
2507 241 599 80 12 2 8 5 1 144 60 63 1 1 
2508 241 599 80 12 2 9 5 1 144 60 63 1 1 
2509 80 600 103 42 3 2 5 1 60 20 20 2 1 
2510 80 600 103 42 3 3 5 1 60 20 20 2 1 
2511 113 601 177 12 6 10 1 1 14 60 61 1 1 
2512 113 601 177 12 6 11 1 1 14 60 61 1 1 
2513 316 602 91 43 2 2 5 1 61 40 14 1 1 
2514 316 602 91 43 2 3 5 1 66 40 14 1 1 
2515 316 602 91 43 2 4 5 1 66 40 14 1 1 
2516 316 602 91 43 2 5 5 1 61 40 14 1 1 
2517 153 603 87 43 3 8 1 1 27 20 3 1 1 
2518 153 603 87 43 3 9 1 1 27 20 3 1 1 
2519 153 603 87 43 5 8 1 1 19 20 3 1 1 
2520 153 603 87 43 5 9 1 1 19 20 3 1 1 
2529 12 606 156 32 3 2 1 1 16 35 40 1 1 
2530 12 606 156 32 3 3 1 1 16 35 40 1 1 
2531 12 606 156 32 3 4 1 1 16 35 40 1 1 
2532 12 606 156 32 3 5 1 1 16 35 40 1 1 
2533 144 607 152 15 6 2 2 1 30 55 21 2 1 
2534 144 607 152 15 6 3 2 1 30 55 21 2 1 
2535 144 607 152 15 6 4 2 1 30 55 21 2 1 
2536 144 607 152 15 6 5 2 1 30 55 21 2 1 
2537 22 608 5 27 3 8 4 1 119 25 19 1 1 
2538 22 608 5 27 3 9 4 1 119 25 19 1 1 
2539 22 608 5 27 3 10 4 1 118 25 19 1 1 
2540 22 608 5 27 3 11 4 1 118 25 19 1 1 
2541 109 609 41 13 3 16 2 1 49 48 49 1 1 
2542 109 609 41 13 3 17 2 1 49 48 49 1 1 
2543 109 609 41 13 5 16 2 1 50 48 49 1 1 
2544 109 609 41 13 5 17 2 1 50 48 49 1 1 
2549 317 611 24 23 2 2 2 1 55 35 23 1 1 
2550 317 611 24 23 2 3 2 1 55 35 23 1 1 
2555 28 613 88 31 4 2 17 1 243 22 25 1 1 
2556 28 613 88 31 4 2 17 1 244 22 25 1 1 
2557 28 613 88 31 4 2 17 1 245 22 25 1 1 
2558 28 613 88 31 4 3 17 1 244 22 25 1 1 
2559 28 613 88 31 4 3 17 1 245 22 25 1 1 
2560 28 613 88 31 4 3 17 1 246 22 25 1 1 
2561 28 613 88 31 4 4 17 1 244 22 25 1 1 
2562 28 613 88 31 4 4 17 1 245 22 25 1 1 
2563 28 613 88 31 4 4 17 1 246 22 25 1 1 
2564 28 613 88 31 4 5 17 1 241 22 25 1 1 
2565 28 613 88 31 4 5 17 1 243 22 25 1 1 
2566 28 613 88 31 4 5 17 1 244 22 25 1 1 
2567 28 613 88 31 4 1 17 1 237 22 25 1 1 
2568 28 613 88 31 4 1 17 1 238 22 25 1 1 
2569 28 613 88 31 6 8 17 1 236 22 25 1 1 
2570 28 613 88 31 6 8 17 1 237 22 25 1 1 
2571 28 613 88 31 6 8 17 1 238 22 25 1 1 
2572 28 613 88 31 6 8 17 1 239 22 25 1 1 
2573 28 613 88 31 6 9 17 1 240 22 25 1 1 
2574 28 613 88 31 6 9 17 1 241 22 25 1 1 
2575 28 613 88 31 6 9 17 1 243 22 25 1 1 
2576 28 613 88 31 6 9 17 1 244 22 25 1 1 
2577 28 613 88 31 6 10 17 1 238 22 25 1 1 
2578 28 613 88 31 6 10 17 1 239 22 25 1 1 
2579 28 613 88 31 6 10 17 1 240 22 25 1 1 
2580 28 613 88 31 6 10 17 1 241 22 25 1 1 
2581 28 613 88 31 6 11 17 1 237 22 25 1 1 
2582 28 613 88 31 6 11 17 1 238 22 25 1 1 
2583 28 613 88 31 6 11 17 1 239 22 25 1 1 
2584 28 613 88 31 6 11 17 1 240 22 25 1 1 
2585 28 613 88 31 6 7 17 1 239 22 25 1 1 
2586 239 614 74 40 5 14 15 2 -1 45 17 1 1 
2587 239 614 74 40 5 15 15 2 -1 45 17 1 1 
2588 239 614 74 40 5 16 15 2 -1 45 17 1 1 
2589 239 614 74 40 5 17 15 2 -1 45 17 1 1 
2590 117 615 93 32 3 8 1 1 54 50 40 1 1 
2591 117 615 93 32 3 9 1 1 54 50 40 1 1 
2592 117 615 93 32 3 10 1 1 57 50 40 1 1 
2593 117 615 93 32 3 11 1 1 57 50 40 1 1 
2594 30 616 155 34 2 16 1 1 2 45 9 1 1 
2595 30 616 155 34 2 17 1 1 2 45 9 1 1 
2596 30 616 155 34 4 16 1 1 2 45 9 1 1 
2597 30 616 155 34 4 17 1 1 2 45 9 1 1 
2604 183 618 18 33 5 14 4 1 124 40 35 1 1 
2605 183 618 18 33 5 15 4 1 124 40 35 1 1 
2606 183 618 18 33 5 16 4 1 124 40 35 1 1 
2607 183 618 18 33 5 17 4 1 124 40 35 1 1 
2616 45 621 83 17 3 2 5 1 59 40 38 1 1 
2617 45 621 83 17 3 3 5 1 59 40 38 1 1 
2618 320 622 18 33 6 14 4 1 115 40 38 1 1 
2619 320 622 18 33 6 15 4 1 115 40 38 1 1 
2620 320 622 18 33 6 16 4 1 113 40 38 1 1 
2621 320 622 18 33 6 17 4 1 113 40 38 1 1 
2622 198 623 13 38 2 8 2 1 31 50 41 1 1 
2623 198 623 13 38 2 9 2 1 31 50 41 1 1 
2624 198 623 13 38 4 8 2 1 38 50 41 1 1 
2625 198 623 13 38 4 9 2 1 38 50 41 1 1 
2626 198 623 13 38 6 8 2 1 32 50 41 1 1 
2627 198 623 13 38 6 9 2 1 32 50 41 1 1 
2631 156 625 40 13 3 14 2 1 38 50 55 1 1 
2632 156 625 40 13 3 15 2 1 38 50 55 1 1 
2633 156 625 40 13 4 14 2 1 38 50 55 1 1 
2634 156 625 40 13 4 15 2 1 38 50 55 1 1 
2639 322 627 145 41 3 15 17 1 238 15 5 1 1 
2640 322 627 145 41 3 16 17 1 238 15 5 1 1 
2641 322 627 145 41 3 17 17 1 243 15 5 1 1 
2642 322 627 145 41 3 17 17 1 244 15 5 1 1 
2643 322 627 145 41 5 15 17 1 237 15 5 1 1 
2644 322 627 145 41 5 16 17 1 237 15 5 1 1 
2645 322 627 145 41 5 17 17 1 244 15 5 1 1 
2646 322 627 145 41 5 17 17 1 245 15 5 1 1 
2647 131 628 12 13 3 2 2 1 49 40 27 1 1 
2648 131 628 12 13 3 3 2 1 49 40 27 1 1 
2649 131 628 12 13 5 2 2 1 126 40 27 1 1 
2650 131 628 12 13 5 3 2 1 126 40 27 1 1 
2651 230 629 103 42 4 8 5 1 96 30 28 1 1 
2652 230 629 103 42 4 9 5 1 96 30 28 1 1 
2653 230 629 103 42 4 10 5 1 91 30 28 1 1 
2654 230 629 103 42 5 8 5 1 91 30 28 1 1 
2655 230 629 103 42 5 9 5 1 91 30 28 1 1 
2656 230 629 103 42 5 10 5 1 91 30 28 1 1 
2657 323 630 105 18 3 14 5 1 91 30 26 1 1 
2658 323 630 105 18 3 15 5 1 91 30 26 1 1 
2659 323 630 105 18 3 16 5 1 91 30 26 1 1 
2660 323 630 105 18 3 17 5 1 91 30 26 1 1 
2661 324 631 81 33 2 3 4 1 -1 30 47 1 1 
2662 324 631 81 33 2 4 4 1 -1 30 47 1 1 
2663 324 631 81 33 2 5 4 1 -1 30 47 1 1 
2664 324 631 81 33 2 6 4 1 113 30 47 1 1 
2665 325 632 40 13 3 16 2 1 -1 60 43 1 1 
