#ID	Group	Course	Vacanc	Matric	Priori	Special	Name
1820	40	167	15	13	1	1	Saúde Da Criança, Adolescente E Saúde Coletiva Infantil
1821	313	60	60	76	1	1	Física I
1822	98	161	20	21	1	1	Educação Nutricional Ii
1823	520	24	55	48	1	1	Farmacologia Aplicada A Enfermagem
1824	221	53	30	22	1	1	Farmacobotânica
1825	516	24	30	30	1	1	Fisiologia
1826	34	12	100	32	1	1	Princípios De Economia
1827	221	53	55	33	1	1	Bioquímica
1828	372	73	50	33	1	1	Morfologia E Taxonomia Vegetal
1829	35	93	25	24	2	1	Ecologia Do Cerrado
1830	162	161	30	30	1	1	Nutrição Em Saúde Pública Ii
1831	478	53	50	48	1	1	Introdução À Farmacologia
1832	40	167	15	15	1	1	Saúde Do Adulto E Do Idoso - Sistema Locomotor, Cirurgia Plástica E Geriatria/Cuidados Paliativos
1833	221	53	10	6	1	1	Farmacobotânica
1834	269	167	15	12	1	1	Saúde Do Adulto E Do Idoso - Sistema Urinário
1835	224	18	40	29	3	1	Geografia Agrária I
1836	221	53	70	62	1	1	Farmacobotânica
1837	519	13	1	1	1	1	Cálculo 2a
1838	170	60	60	24	1	1	Eletrônica Para Computação
1839	191	161	30	26	1	1	Nutrição Materno-Infantil E Do Adolescente Ii
1840	478	53	25	23	1	1	Introdução À Farmacologia
1841	478	53	75	47	1	1	Fisiologia Humana E Biofísica
1842	478	53	45	27	1	1	Fisiologia Humana E Biofísica
1843	8	161	42	39	3	1	Fundamentos Teórico-Práticos Do Sistema Único De Saúde
1844	64	20	50	20	1	1	Psicologia Da Educação I
1845	189	161	30	30	1	1	Educação Nutricional I
1846	478	53	45	23	1	1	Fisiologia Humana E Biofísica
1847	521	152	50	20	2	1	Tópicos De Filosofia Vi
