#ID	Start		End
1	07:10:00	08:00:00
2	08:00:00	08:50:00
3	08:50:00	09:40:00
4	10:00:00	10:50:00
5	10:50:00	11:40:00
6	11:40:00	12:30:00
7	13:10:00	14:00:00
8	14:00:00	14:50:00
9	14:50:00	15:40:00
10	16:00:00	16:50:00
11	16:50:00	17:40:00
12	17:40:00	18:30:00
13	18:05:00	18:50:00
14	18:50:00	19:35:00
15	19:35:00	20:20:00
16	20:30:00	21:15:00
17	21:15:00	22:00:00
